Show,This Week GrossPotential Gross,Diff $,Avg TicketTop Ticket,Seats SoldSeats in Theatre,PerfsPreviews,% Cap,Diff % cap,Week Ending,TonyNominatedMusical,Theater
Chicago,472617.56,"$131,686.31",$85.36,"5,5371,080",80,64.09,16.13,2022-03-13,True,Ambassador Theatre
Come From Away,504156.0,"$116,462.50",$88.64,"5,6881,046",80,67.97,10.24,2022-03-13,False,Gerald Schoenfeld Theatre
Company,830323.53,"$315,324.33",$110.78,"7,4951,046",80,89.57,27.11,2022-03-13,True,Bernard B. Jacobs Theatre
David Byrne's American Utopia,790681.15,"$115,418.45",$105.12,"7,5221,509",60,83.08,12.71,2022-03-13,False,St. James Theatre
Dear Evan Hansen,694610.5,"$158,375.00",$108.25,"6,417984",80,81.52,12.05,2022-03-13,True,Music Box Theatre
Hadestown,590660.0,"-$232,356.30",$127.68,"4,626918",50,100.78,2.28,2022-03-13,False,Walter Kerr Theatre
Hamilton,2121711.0,"$164,328.00",$202.80,"10,4621,324",80,98.77,7.94,2022-03-13,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1346848.8,"$166,551.50",$120.97,"11,1341,622",80,85.8,4.61,2022-03-13,False,Lyric Theatre
The Lion King,1517066.4,"$421,982.40",$117.46,"12,9161,696",80,95.19,2.16,2022-03-13,True,Minskoff Theatre
MJ The Musical,1150430.5,"$25,620.60",$129.54,"8,8811,414",80,78.51,-0.63,2022-03-13,False,Neil Simon Theatre
Moulin Rouge! The Musical,1241670.7,"$143,826.85",$129.99,"9,5521,300",80,91.85,5.94,2022-03-13,True,Al Hirschfeld Theatre
The Music Man,3182717.64,"-$43,790.36",$268.09,"11,8721,525",80,97.31,1.46,2022-03-13,False,Winter Garden Theatre
The Phantom of the Opera,723162.64,"$52,861.14",$92.88,"7,7861,605",80,60.64,6.13,2022-03-13,True,Majestic Theatre
Plaza Suite,1578282.35,"-$29,470.95",$204.39,"7,722975",8,99.0,1.96,2022-03-13,False,Hudson Theatre
SIX: The Musical,1251752.0,"$131,255.00",$151.54,"8,2601,031",80,100.15,3.88,2022-03-13,False,Lena Horne Theatre
Take Me Out,294863.6,$0.00,$91.43,"3,225585",6,91.88,0.0,2022-03-13,False,Helen Hayes Theater
Tina: The Tina Turner Musical,657367.5,"$48,273.50",$114.15,"5,7591,478",80,48.71,4.73,2022-03-13,True,Lunt-Fontanne Theatre
Wicked,1504749.0,"$372,462.00",$111.50,"13,4951,807",80,93.35,9.72,2022-03-13,True,Gershwin Theatre
Birthday Candles,148611.0,$0.00,$70.40$195.00,"2,111727",3,96.79,0.0,2022-03-20,False,American Airlines Theatre
The Book of Mormon,1080338.06,"$107,243.31",$127.97$0.00,"8,4421,066",80,98.99,0.75,2022-03-20,False,Eugene O'Neill Theatre
Chicago,587788.32,"$115,170.76",$87.90$197.00,"6,6871,080",80,77.4,13.31,2022-03-20,True,Ambassador Theatre
Come From Away,620294.3,"$116,138.30",$87.85$247.00,"7,0611,046",80,84.38,16.41,2022-03-20,False,Gerald Schoenfeld Theatre
Company,889139.99,"$58,816.46",$113.51$327.00,"7,8331,046",80,93.61,4.04,2022-03-20,True,Bernard B. Jacobs Theatre
David Byrne's American Utopia,977736.1,"$187,054.95",$109.91$0.00,"8,8961,509",60,98.25,15.17,2022-03-20,False,St. James Theatre
Dear Evan Hansen,814752.25,"$120,141.75",$118.60$248.00,"6,870984",80,87.27,5.75,2022-03-20,True,Music Box Theatre
Hadestown,1104678.1,"$514,018.10",$148.72$0.00,"7,428918",80,101.14,0.36,2022-03-20,False,Walter Kerr Theatre
Hamilton,2272219.0,"$150,508.00",$213.01$449.00,"10,6671,324",80,100.71,1.94,2022-03-20,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1704152.1,"$357,303.30",$141.65$329.00,"12,0311,622",80,92.72,6.92,2022-03-20,False,Lyric Theatre
The Lion King,1778641.0,"$261,574.60",$132.74$199.00,"13,3991,696",80,98.75,3.56,2022-03-20,True,Minskoff Theatre
MJ The Musical,1313709.7,"$163,279.20",$127.95$250.00,"10,2671,387",80,92.53,14.02,2022-03-20,False,Neil Simon Theatre
Moulin Rouge! The Musical,1381323.45,"$139,652.75",$142.33$0.00,"9,7051,300",80,93.32,1.47,2022-03-20,True,Al Hirschfeld Theatre
The Music Man,3451723.68,"$269,006.04",$283.28$697.00,"12,1851,525",80,99.88,2.57,2022-03-20,False,Winter Garden Theatre
Paradise Square,355401.0,$0.00,$46.84$248.00,"7,588981",8,96.69,0.0,2022-03-20,True,Ethel Barrymore Theatre
The Phantom of the Opera,959191.06,"$236,028.42",$95.74$247.00,"10,0191,605",80,78.03,17.39,2022-03-20,True,Majestic Theatre
Plaza Suite,1657089.8,"$78,807.45",$212.67$549.00,"7,792975",8,99.9,0.9,2022-03-20,False,Hudson Theatre
SIX: The Musical,1284951.0,"$33,199.00",$155.71$249.00,"8,2521,031",80,100.05,-0.1,2022-03-20,False,Lena Horne Theatre
Take Me Out,351019.03,"$56,155.43",$86.78$199.00,"4,045585",8,86.43,-5.45,2022-03-20,False,Helen Hayes Theater
Tina: The Tina Turner Musical,778221.5,"$120,854.00",$120.26$249.00,"6,4711,478",80,54.73,6.02,2022-03-20,True,Lunt-Fontanne Theatre
Wicked,1944704.0,"$439,955.00",$130.51$242.00,"14,9011,867",80,99.79,6.44,2022-03-20,True,Gershwin Theatre
American Buffalo,683547.1,$0.00,$121.80$279.50,"5,612751",8,93.41,0.0,2022-03-27,False,Circle in the Square Theatre
Birthday Candles,296514.0,"$147,903.00",$61.81$195.00,"4,797727",7,94.26,-2.53,2022-03-27,False,American Airlines Theatre
The Book of Mormon,1058384.18,"-$21,953.88",$125.82$0.00,"8,4121,066",80,98.64,-0.35,2022-03-27,False,Eugene O'Neill Theatre
Chicago,513024.5,"-$74,763.82",$86.64$197.00,"5,9211,080",80,68.53,-8.87,2022-03-27,True,Ambassador Theatre
Come From Away,623206.5,"$2,912.20",$94.53$247.00,"6,5931,046",80,78.79,-5.59,2022-03-27,False,Gerald Schoenfeld Theatre
Company,887745.61,"-$1,394.38",$122.31$327.00,"7,2581,046",80,86.74,-6.87,2022-03-27,True,Bernard B. Jacobs Theatre
David Byrne's American Utopia,1166582.9,"$188,846.80",$116.29$0.00,"10,0321,726",60,96.87,-1.38,2022-03-27,False,St. James Theatre
Dear Evan Hansen,749175.1,"-$65,577.15",$117.08$248.00,"6,399984",80,81.29,-5.98,2022-03-27,True,Music Box Theatre
Funny Girl,200793.0,$0.00,$164.05$0.00,"1,2241,219",1,100.41,0.0,2022-03-27,True,August Wilson Theatre
Hadestown,1108181.5,"$3,503.40",$150.06$0.00,"7,385918",80,100.56,-0.58,2022-03-27,False,Walter Kerr Theatre
Hamilton,2235879.0,"-$36,340.00",$211.75$449.00,"10,5591,324",80,99.69,-1.02,2022-03-27,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1513894.1,"-$190,258.00",$135.28$329.00,"11,1911,622",80,86.24,-6.48,2022-03-27,False,Lyric Theatre
The Lion King,1709630.0,"-$69,011.00",$129.44$199.00,"13,2081,696",80,97.35,-1.4,2022-03-27,True,Minskoff Theatre
MJ The Musical,1250077.0,"-$63,632.70",$128.16$250.00,"9,7541,387",80,87.91,-4.62,2022-03-27,False,Neil Simon Theatre
Moulin Rouge! The Musical,1406497.8,"$25,174.35",$141.96$0.00,"9,9081,300",80,95.27,1.95,2022-03-27,True,Al Hirschfeld Theatre
The Music Man,3292950.6,"-$158,773.08",$272.32$697.00,"12,0921,525",80,99.11,-0.77,2022-03-27,False,Winter Garden Theatre
Paradise Square,346650.5,"-$8,750.50",$47.57$248.00,"7,287981",8,92.85,-3.84,2022-03-27,True,Ethel Barrymore Theatre
The Phantom of the Opera,841426.33,"-$117,764.73",$93.85$247.00,"8,9661,605",80,69.83,-8.2,2022-03-27,True,Majestic Theatre
Plaza Suite,1567492.75,"-$89,597.05",$201.19$549.00,"7,791975",8,99.88,-0.02,2022-03-27,False,Hudson Theatre
SIX: The Musical,1241704.0,"-$43,247.00",$152.36$249.00,"8,1501,031",80,98.81,-1.24,2022-03-27,False,Lena Horne Theatre
Take Me Out,365140.36,"$14,121.33",$95.34$199.00,"3,830585",8,81.84,-4.59,2022-03-27,False,Helen Hayes Theater
Tina: The Tina Turner Musical,812680.5,"$34,459.00",$117.95$249.00,"6,8901,478",80,58.27,3.54,2022-03-27,True,Lunt-Fontanne Theatre
Wicked,1855219.0,"-$89,485.00",$126.72$242.00,"14,6401,867",80,98.04,-1.75,2022-03-27,True,Gershwin Theatre
American Buffalo,592422.4,"-$91,124.70",$115.21$279.50,"5,142751",8,85.59,-7.82,2022-04-03,False,Circle in the Square Theatre
Birthday Candles,303513.0,"$6,999.00",$57.52$195.00,"5,277727",8,90.73,-3.53,2022-04-03,False,American Airlines Theatre
The Book of Mormon,996400.71,"-$61,983.47",$121.96$0.00,"8,1701,066",80,95.8,-2.84,2022-04-03,False,Eugene O'Neill Theatre
Chicago,456692.3,"-$56,332.20",$84.81$197.00,"5,3851,080",80,62.33,-6.2,2022-04-03,True,Ambassador Theatre
Come From Away,529314.0,"-$93,892.50",$92.55$247.00,"5,7191,046",80,68.34,-10.45,2022-04-03,False,Gerald Schoenfeld Theatre
Company,757062.17,"-$130,683.44",$110.76$327.00,"6,8351,046",80,81.68,-5.06,2022-04-03,True,Bernard B. Jacobs Theatre
David Byrne's American Utopia,1314017.0,"$147,434.10",$130.07$0.00,"10,1021,726",60,97.55,0.68,2022-04-03,False,St. James Theatre
Dear Evan Hansen,637473.75,"-$111,701.35",$112.11$248.00,"5,686984",80,72.23,-9.06,2022-04-03,True,Music Box Theatre
for colored girls who have considered suicide/when the rainbow is enuf,101052.36,$0.00,$59.09$223.00,"1,710773",3,73.74,0.0,2022-04-03,False,Booth Theatre
Funny Girl,1263178.0,"$1,062,385.00",$147.81$0.00,"8,5461,219",7,100.15,-0.26,2022-04-03,True,August Wilson Theatre
Hadestown,1050686.5,"-$57,495.00",$143.26$0.00,"7,334918",80,99.86,-0.7,2022-04-03,False,Walter Kerr Theatre
Hamilton,2285159.0,"$49,280.00",$215.68$449.00,"10,5951,324",80,100.03,0.34,2022-04-03,False,Richard Rodgers Theatre
Harry Potter and the Cursed Child,1394379.5,"-$119,514.60",$127.49$299.00,"10,9371,622",80,84.29,-1.95,2022-04-03,False,Lyric Theatre
How I Learned to Drive,221439.0,$0.00,$73.30$299.00,"3,021637",6,79.04,0.0,2022-04-03,False,Samuel J. Friedman Theatre
The Lion King,1642666.0,"-$66,964.00",$126.56$199.00,"12,9791,696",80,95.66,-1.69,2022-04-03,True,Minskoff Theatre
The Little Prince,359264.0,$0.00,$62.25$277.00,"5,7711,734",6,55.47,0.0,2022-04-03,False,Broadway Theatre
Macbeth,527244.0,$0.00,$167.97$447.00,"3,1391,051",3,99.56,0.0,2022-04-03,False,Longacre Theatre
The Minutes,140970.0,$0.00,$88.16$197.00,"1,599998",2,80.11,0.0,2022-04-03,False,Studio 54
MJ The Musical,1185482.7,"-$64,594.30",$129.42$250.00,"9,1601,387",80,82.55,-5.36,2022-04-03,False,Neil Simon Theatre
Moulin Rouge! The Musical,1336959.4,"-$69,538.40",$140.45$0.00,"9,5191,300",80,91.53,-3.74,2022-04-03,True,Al Hirschfeld Theatre
Mr. Saturday Night,805619.0,$0.00,$129.73$299.00,"6,2101,191",6,86.9,0.0,2022-04-03,True,Nederlander Theatre
The Music Man,3335200.88,"$42,250.28",$274.89$697.00,"12,1331,525",80,99.45,0.34,2022-04-03,False,Winter Garden Theatre
Paradise Square,296349.5,"-$50,301.00",$41.36$248.00,"7,165981",17,91.3,-1.55,2022-04-03,True,Ethel Barrymore Theatre
The Phantom of the Opera,738574.45,"-$102,851.88",$92.01$247.00,"8,0271,605",80,62.52,-7.31,2022-04-03,True,Majestic Theatre
Plaza Suite,1383562.5,"-$183,930.25",$178.75$549.00,"7,740975",80,99.23,-0.65,2022-04-03,False,Hudson Theatre
SIX: The Musical,1288716.0,"$47,012.00",$158.96$249.00,"8,1071,031",80,98.29,-0.52,2022-04-03,False,Lena Horne Theatre
The Skin of Our Teeth,59908.0,$0.00,$41.15$225.00,"1,4561,058",3,45.87,0.0,2022-04-03,False,Vivian Beaumont Theater
Take Me Out,311997.4,"-$53,142.96",$76.77$199.00,"4,064585",8,86.84,5.0,2022-04-03,False,Helen Hayes Theater
Tina: The Tina Turner Musical,751186.0,"-$61,494.50",$122.38$249.00,"6,1381,478",80,51.91,-6.36,2022-04-03,True,Lunt-Fontanne Theatre
Wicked,1739736.0,"-$115,483.00",$124.72$242.00,"13,9491,807",80,96.49,-1.55,2022-04-03,True,Gershwin Theatre
American Buffalo,587527.4,"-$4,895.00",$111.44$299.50,"5,272751",8,87.75,2.16,2022-04-10,False,Circle in the Square Theatre
Beetlejuice,395704.0,$0.00,$123.50$249.00,"3,2041,602",20,100.0,0.0,2022-04-10,True,Marquis Theatre
Birthday Candles,290566.0,"-$12,947.00",$53.05$195.00,"5,477727",17,94.17,3.44,2022-04-10,False,American Airlines Theatre
The Book of Mormon,1031176.01,"$34,775.30",$123.92$0.00,"8,3211,066",80,97.57,1.77,2022-04-10,False,Eugene O'Neill Theatre
Chicago,543119.25,"$86,426.95",$88.31$197.00,"6,1501,080",80,71.18,8.85,2022-04-10,True,Ambassador Theatre
Come From Away,601722.48,"$72,408.48",$91.94$247.00,"6,5451,046",80,78.21,9.87,2022-04-10,False,Gerald Schoenfeld Theatre
Company,808938.18,"$51,876.01",$111.96$327.00,"7,2251,046",80,86.34,4.66,2022-04-10,True,Bernard B. Jacobs Theatre
Dear Evan Hansen,748421.52,"$110,947.77",$112.77$248.00,"6,637984",80,84.31,12.08,2022-04-10,True,Music Box Theatre
for colored girls who have considered suicide/when the rainbow is enuf,166646.52,"$65,594.16",$46.16$223.00,"3,610773",7,66.72,-7.02,2022-04-10,False,Booth Theatre
Funny Girl,1262827.5,-$350.50,$147.46$0.00,"8,5641,219",7,100.36,0.21,2022-04-10,True,August Wilson Theatre
Hadestown,1054286.8,"$3,600.30",$143.50$0.00,"7,347918",80,100.04,0.18,2022-04-10,False,Walter Kerr Theatre
Hamilton,2224849.0,"-$60,310.00",$209.44$449.00,"10,6231,324",80,100.29,0.26,2022-04-10,False,Richard Rodgers Theatre
Hangmen,88845.2,$0.00,$69.63$223.00,"1,276802",2,79.55,0.0,2022-04-10,False,John Golden Theatre
Harry Potter and the Cursed Child,1615921.6,"$221,542.10",$136.75$299.00,"11,8171,622",80,91.07,6.78,2022-04-10,False,Lyric Theatre
How I Learned to Drive,261624.0,"$40,185.00",$74.05$299.00,"3,533637",7,79.23,0.19,2022-04-10,False,Samuel J. Friedman Theatre
The Lion King,1874337.0,"$231,671.00",$138.93$199.00,"13,4911,696",80,99.43,3.77,2022-04-10,True,Minskoff Theatre
The Little Prince,311133.0,"-$48,131.00",$31.52$277.00,"9,8701,734",8,71.15,15.68,2022-04-10,False,Broadway Theatre
The Minutes,393473.0,"$252,503.00",$92.65$195.00,"4,247667",8,79.59,-0.52,2022-04-10,False,Studio 54
MJ The Musical,1323773.0,"$138,290.30",$133.10$250.00,"9,9461,387",80,89.64,7.09,2022-04-10,False,Neil Simon Theatre
Moulin Rouge! The Musical,1418525.0,"$81,565.60",$147.29$0.00,"9,6311,300",80,92.61,1.08,2022-04-10,True,Al Hirschfeld Theatre
Mr. Saturday Night,884706.5,"$79,087.50",$121.09$299.00,"7,3061,191",7,87.63,0.73,2022-04-10,True,Nederlander Theatre
The Music Man,3324370.88,"-$10,830.00",$274.56$597.00,"12,1081,525",80,99.25,-0.2,2022-04-10,False,Winter Garden Theatre
Paradise Square,80612.0,"-$215,737.50",$36.89$223.00,"2,185981",30,74.24,-17.06,2022-04-10,True,Ethel Barrymore Theatre
The Phantom of the Opera,830865.86,"$92,291.41",$95.43$277.00,"8,7071,605",80,67.81,5.29,2022-04-10,True,Majestic Theatre
Plaza Suite,547536.45,"-$836,026.05",$204.30$549.00,"2,680975",30,91.62,-7.61,2022-04-10,False,Hudson Theatre
SIX: The Musical,1343506.0,"$54,790.00",$162.89$249.00,"8,2481,031",80,100.0,1.71,2022-04-10,False,Lena Horne Theatre
The Skin of Our Teeth,158782.0,"$98,874.00",$39.38$225.00,"4,0321,058",7,54.44,8.57,2022-04-10,False,Vivian Beaumont Theater
Take Me Out,369003.4,"$57,006.00",$81.39$199.00,"4,534585",80,96.88,10.04,2022-04-10,False,Helen Hayes Theater
Tina: The Tina Turner Musical,858472.5,"$107,286.50",$125.00$249.00,"6,8681,478",80,58.09,6.18,2022-04-10,True,Lunt-Fontanne Theatre
Wicked,1866191.0,"$126,455.00",$131.14$242.00,"14,2301,807",80,98.44,1.95,2022-04-10,True,Gershwin Theatre
American Buffalo,543713.9,"-$43,813.50",$94.84$279.50,"5,733751",53,95.42,7.67,2022-04-17,False,Circle in the Square Theatre
Beetlejuice,1457718.0,"$1,062,014.00",$135.87$249.00,"10,7291,602",70,95.68,-4.32,2022-04-17,True,Marquis Theatre
Birthday Candles,302958.0,"$12,392.00",$59.26$197.00,"5,112727",80,87.9,-6.27,2022-04-17,False,American Airlines Theatre
The Book of Mormon,1134628.7,"$103,452.69",$135.40$0.00,"8,3801,066",80,98.26,0.69,2022-04-17,False,Eugene O'Neill Theatre
Chicago,829219.42,"$286,100.17",$103.23$207.00,"8,0331,080",80,92.97,21.79,2022-04-17,True,Ambassador Theatre
Come From Away,588164.46,"-$13,558.02",$87.96$247.00,"6,6871,046",80,79.91,1.7,2022-04-17,False,Gerald Schoenfeld Theatre
Company,691727.84,"-$117,210.34",$109.62$327.00,"6,3101,046",80,75.41,-10.93,2022-04-17,True,Bernard B. Jacobs Theatre
Dear Evan Hansen,758577.6,"$10,156.08",$113.87$248.00,"6,662984",80,84.63,0.32,2022-04-17,True,Music Box Theatre
for colored girls who have considered suicide/when the rainbow is enuf,130359.34,"-$36,287.18",$34.57$223.00,"3,771773",8,60.98,-5.74,2022-04-17,False,Booth Theatre
Funny Girl,1415085.5,"$152,258.00",$144.99$0.00,"9,7601,219",8,100.08,-0.28,2022-04-17,True,August Wilson Theatre
Hadestown,1044339.4,"-$9,947.40",$142.98$0.00,"7,304918",80,99.46,-0.58,2022-04-17,False,Walter Kerr Theatre
Hamilton,2453319.0,"$228,470.00",$230.62$449.00,"10,6381,324",80,100.43,0.14,2022-04-17,False,Richard Rodgers Theatre
Hangmen,209195.1,"$120,349.90",$62.37$223.00,"3,354802",6,69.7,-9.85,2022-04-17,False,John Golden Theatre
Harry Potter and the Cursed Child,1964665.0,"$348,743.40",$153.27$299.00,"12,8181,622",80,98.78,7.71,2022-04-17,False,Lyric Theatre
How I Learned to Drive,237890.0,"-$23,734.00",$55.30$299.00,"4,302637",8,84.42,5.19,2022-04-17,False,Samuel J. Friedman Theatre
The Lion King,2560960.0,"$686,623.00",$169.02$199.00,"15,1521,696",90,99.27,-0.16,2022-04-17,True,Minskoff Theatre
The Little Prince,373831.0,"$62,698.00",$55.76$277.00,"6,7041,482",80,56.55,-14.6,2022-04-17,False,Broadway Theatre
Macbeth,1170012.57,$0.00,$186.22$497.00,"6,2831,051",6,99.64,0.0,2022-04-17,False,Longacre Theatre
The Minutes,304074.0,"-$89,399.00",$66.92$195.00,"4,544667",17,85.16,5.57,2022-04-17,False,Studio 54
MJ The Musical,1462484.2,"$138,711.20",$134.90$250.00,"10,8411,387",80,97.7,8.06,2022-04-17,False,Neil Simon Theatre
Moulin Rouge! The Musical,1468216.8,"$49,691.80",$145.10$0.00,"10,1191,300",80,97.3,4.69,2022-04-17,True,Al Hirschfeld Theatre
Mr. Saturday Night,652920.0,"-$231,786.50",$119.28$299.00,"5,4741,191",7,65.66,-21.97,2022-04-17,True,Nederlander Theatre
Mrs. Doubtfire,528807.0,$0.00,$89.83$227.00,"5,8871,034",6,94.89,0.0,2022-04-17,False,Stephen Sondheim Theatre
The Music Man,3328253.08,"$3,882.20",$274.47$597.00,"12,1261,525",80,99.39,0.14,2022-04-17,False,Winter Garden Theatre
The Phantom of the Opera,1073263.2,"$242,397.34",$107.23$277.00,"10,0091,605",80,77.95,10.14,2022-04-17,True,Majestic Theatre
Plaza Suite,917819.0,"$370,282.55",$203.55$549.00,"4,509975",50,92.49,0.87,2022-04-17,False,Hudson Theatre
"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",152727.0,$0.00,$44.05$248.00,"3,4671,451",4,59.73,0.0,2022-04-17,False,Sam S. Shubert Theatre
SIX: The Musical,1357276.0,"$13,770.00",$166.41$249.00,"8,1561,031",80,98.88,-1.12,2022-04-17,False,Lena Horne Theatre
The Skin of Our Teeth,138610.0,"-$20,172.00",$36.08$225.00,"3,8421,058",8,45.39,-9.05,2022-04-17,False,Vivian Beaumont Theater
A Strange Loop,202402.5,$0.00,$73.44$223.00,"2,756922",4,74.73,0.0,2022-04-17,False,Lyceum Theatre
Take Me Out,397313.35,"$28,309.95",$94.33$199.00,"4,212585",80,90.0,-6.88,2022-04-17,False,Helen Hayes Theater
Tina: The Tina Turner Musical,826820.5,"-$31,652.00",$115.41$249.00,"7,1641,478",80,60.59,2.5,2022-04-17,True,Lunt-Fontanne Theatre
Wicked,2314088.0,"$447,897.00",$145.10$242.00,"15,9481,807",90,98.06,-0.38,2022-04-17,True,Gershwin Theatre
American Buffalo,596825.9,"$53,112.00",$113.44$299.50,"5,261751",80,87.57,-7.85,2022-04-24,False,Circle in the Square Theatre
Beetlejuice,1368436.7,"-$89,281.30",$132.37$249.00,"10,3381,602",80,80.66,-15.02,2022-04-24,True,Marquis Theatre
Birthday Candles,300256.0,"-$2,702.00",$70.52$197.00,"4,258727",80,73.21,-14.69,2022-04-24,False,American Airlines Theatre
The Book of Mormon,1018319.82,"-$116,308.88",$127.55$0.00,"7,9841,066",80,93.62,-4.64,2022-04-24,False,Eugene O'Neill Theatre
Chicago,713877.3,"-$115,342.12",$100.74$217.00,"7,0861,080",80,82.01,-10.96,2022-04-24,True,Ambassador Theatre
Come From Away,568441.78,"-$19,722.68",$89.72$247.00,"6,3361,046",80,75.72,-4.19,2022-04-24,False,Gerald Schoenfeld Theatre
Company,672598.75,"-$19,129.09",$113.12$327.00,"5,9461,046",80,71.06,-4.35,2022-04-24,True,Bernard B. Jacobs Theatre
Dear Evan Hansen,691173.5,"-$67,404.10",$108.71$248.00,"6,358984",80,80.77,-3.86,2022-04-24,True,Music Box Theatre
for colored girls who have considered suicide/when the rainbow is enuf,144376.96,"$14,017.62",$37.72$223.00,"3,828773",35,61.9,0.92,2022-04-24,False,Booth Theatre
Funny Girl,1147647.5,"-$267,438.00",$117.23$0.00,"9,7901,219",17,100.39,0.31,2022-04-24,True,August Wilson Theatre
Hadestown,1013272.1,"-$31,067.30",$137.92$0.00,"7,347918",80,100.04,0.58,2022-04-24,False,Walter Kerr Theatre
Hamilton,2445193.0,"-$8,126.00",$230.44$449.00,"10,6111,324",80,100.18,-0.25,2022-04-24,False,Richard Rodgers Theatre
Hangmen,252434.5,"$43,239.40",$52.99$223.00,"4,764802",44,74.25,4.55,2022-04-24,False,John Golden Theatre
Harry Potter and the Cursed Child,1684209.6,"-$280,455.40",$143.81$299.00,"11,7111,622",80,90.25,-8.53,2022-04-24,False,Lyric Theatre
How I Learned to Drive,265830.0,"$27,940.00",$66.41$299.00,"4,003637",70,89.77,5.35,2022-04-24,False,Samuel J. Friedman Theatre
The Lion King,2000821.0,"-$560,139.00",$149.19$199.00,"13,4111,696",80,98.84,-0.43,2022-04-24,True,Minskoff Theatre
The Little Prince,280886.75,"-$92,944.25",$86.08$247.00,"3,2631,482",80,27.52,-29.03,2022-04-24,False,Broadway Theatre
Macbeth,1285183.0,"$115,170.43",$175.26$497.00,"7,3331,051",7,99.67,0.03,2022-04-24,False,Longacre Theatre
The Minutes,401095.0,"$97,021.00",$92.89$195.00,"4,318667",80,80.92,-4.24,2022-04-24,False,Studio 54
MJ The Musical,1446358.6,"-$16,125.60",$136.78$250.00,"10,5741,387",80,95.3,-2.4,2022-04-24,False,Neil Simon Theatre
Moulin Rouge! The Musical,1469431.5,"$1,214.70",$145.52$0.00,"10,0981,300",80,97.1,-0.2,2022-04-24,True,Al Hirschfeld Theatre
Mr. Saturday Night,770229.0,"$117,309.00",$102.64$299.00,"7,5041,191",7,90.01,24.35,2022-04-24,True,Nederlander Theatre
Mrs. Doubtfire,631929.0,"$103,122.00",$89.28$227.00,"7,0781,034",80,85.57,-9.32,2022-04-24,False,Stephen Sondheim Theatre
The Music Man,3464388.4,"$136,135.32",$284.50$597.00,"12,1771,525",80,99.81,0.42,2022-04-24,False,Winter Garden Theatre
Paradise Square,253373.74,$0.00,$52.89$208.00,"4,791981",80,61.05,0.0,2022-04-24,True,Ethel Barrymore Theatre
The Phantom of the Opera,850939.64,"-$222,323.56",$101.91$277.00,"8,3501,605",80,65.03,-12.92,2022-04-24,True,Majestic Theatre
Plaza Suite,1684725.0,"$766,906.00",$218.00$549.00,"7,728975",80,99.08,6.59,2022-04-24,False,Hudson Theatre
"POTUS: Or, Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive",313367.25,"$160,640.25",$44.42$248.00,"7,0551,451",7,69.46,9.73,2022-04-24,False,Sam S. Shubert Theatre
